,Payment_ID,Card_ID,Customer_ID,Billing_Month,Bill_Amount,Minimum_Due,Amount_Paid,Payment_Date,Payment_Status,Late_Fee
2007,P0002008,CC01350,C03032,2025-06,20108.94,1005.45,1005.45,2025-06-22,PARTIAL,500
2008,P0002009,CC01009,C03508,2025-12,10171.15,508.56,10171.15,2026-01-29,Paid,250
2009,P0002010,CC00875,C00178,2026-01,17279.2,863.96,0.0,2026-01-17,MISSED,100
2010,P0002011,CC00479,C04522,2026-04,3833.0,191.65,1149.9,2026-04-22,PARTIAL,100
2011,P0002012,CC02168,C02932,2025-03,24964.59,1248.23,27461.05,2025-03-15,Paid,0
2012,P0002013,CC01279,C01079,2026-06,28032.13,1401.61,0.0,2026-06-13,MISSED,0
2013,P0002014,CC01093,C04108,2025-03,10215.95,510.8,510.8,2025-03-17,PARTIAL,500
2014,P0002015,CC03072,C00069,2025-06,1205.18,60.26,0.0,2025-06-15,MISSED,0
2015,P0002016,CC02944,C02243,2026-04,12026.48,601.32,8418.54,2026-04-10,PARTIAL,0
2016,P0002017,CC01500,C02580,2025-09,13372.97,668.65,0.0,2025-09-22,MISSED,750
2017,P0002018,CC03306,C01521,2025-07,10429.73,521.49,521.49,2025-07-17,PARTIAL,500
2018,P0002019,CC00035,C00233,2025-11,14352.9,717.64,15788.19,2025-11-30,Paid,100
2019,P0002020,CC00229,C01377,2025-07,14027.65,701.38,14027.65,2025-08-29,Paid,500
2020,P0002021,CC02863,C04114,2025-04,20923.79,1046.19,23016.17,2025-05-15,Paid,750
2021,P0002022,CC00380,C01906,2025-11,10621.79,531.09,10621.79,2025-12-30,Paid,500
2022,P0002023,CC00038,C01459,2025-09,7200.45,360.02,0.0,2025-09-22,MISSED,250
2023,P0002024,CC02052,C02724,2025-11,50156.39,2507.82,35109.47,2025-12-15,PARTIAL,750
2024,P0002025,CC01932,C04873,2025-08,25369.88,1268.49,27906.87,2025-08-10,Paid,0
2025,P0002026,CC02835,C04517,2025-04,28694.03,1434.7,0.0,2025-04-22,MISSED,750
2026,P0002027,CC01817,C04375,2026-04,15924.65,796.23,796.23,2026-04-30,PARTIAL,500
2027,P0002028,CC02323,C01071,2025-08,91455.33,4572.77,4572.77,2025-08-30,PARTIAL,750
2028,P0002029,CC01056,C04184,2025-06,44977.93,2248.9,13493.38,2025-06-13,PARTIAL,0
2029,P0002030,CC01224,C02333,2026-03,12627.61,631.38,0.0,2026-04-29,MISSED,750
2030,P0002031,CC02968,C00802,2026-04,5641.01,282.05,282.05,2026-04-15,PARTIAL,0
2031,P0002032,CC01212,C03604,2025-05,4447.27,222.36,0.0,2025-05-10,MISSED,0
2032,P0002033,CC03229,C02846,2026-04,4500.26,225.01,1350.08,2026-04-30,PARTIAL,100
2033,P0002034,CC01293,C00092,2025-11,31780.59,1589.03,31780.59,2025-11-22,Paid,100
2034,P0002035,CC02431,C02432,2025-10,18342.32,917.12,18342.32,2025-10-17,Paid,500
2035,P0002036,CC01453,C02676,2025-03,16211.27,810.56,11347.89,2025-03-10,PARTIAL,0
2036,P0002037,CC02967,C04799,2026-06,11542.7,577.14,3462.81,2026-06-30,PARTIAL,500
2037,P0002038,CC02184,C00848,2026-04,7534.54,376.73,0.0,2026-04-17,MISSED,750
2038,P0002039,CC03038,C00339,2026-04,24819.6,1240.98,1240.98,2026-05-15,PARTIAL,250
2039,P0002040,CC02254,C04469,2025-09,18358.61,917.93,917.93,2025-10-15,PARTIAL,500
2040,P0002041,CC00221,C04247,2026-06,18492.18,924.61,0.0,2026-06-10,MISSED,0
2041,P0002042,CC02022,C00855,2025-05,16337.66,816.88,0.0,2025-05-22,MISSED,100
2042,P0002043,CC01072,C02647,2026-01,3899.73,194.99,0.0,2026-01-17,MISSED,750
2043,P0002044,CC02067,C01961,2026-03,5573.15,278.66,5573.15,2026-03-22,Paid,750
2044,P0002045,CC00986,C00989,2025-12,5008.2,250.41,5008.2,2025-12-10,Paid,0
2045,P0002046,CC01291,C02171,2025-02,42822.02,2141.1,0.0,2025-02-22,MISSED,500
2046,P0002047,CC00972,C02122,2025-03,14635.29,731.76,10244.7,2025-03-17,PARTIAL,500
2047,P0002048,CC03006,C00864,2026-06,15549.77,777.49,777.49,2026-06-22,PARTIAL,500
2048,P0002049,CC02090,C00509,2025-07,10546.9,527.35,3164.07,2025-07-13,PARTIAL,0
2049,P0002050,CC00059,C01931,2026-03,39096.94,1954.85,0.0,2026-03-30,MISSED,500
2050,P0002051,CC02834,C02402,2025-01,6001.19,300.06,300.06,2025-01-30,PARTIAL,250
2051,P0002052,CC02154,C02643,2025-10,7850.84,392.54,2355.25,2025-10-10,PARTIAL,0
2052,P0002053,CC01803,C02466,2025-08,41026.43,2051.32,28718.5,2025-08-30,PARTIAL,500
2053,P0002054,CC00422,C02699,2025-06,11200.23,560.01,11200.23,2025-06-15,Paid,0
2054,P0002055,CC01833,C00951,2025-07,36583.06,1829.15,1829.15,2025-07-30,PARTIAL,250
2055,P0002056,CC00038,C01459,2025-06,3038.7,151.94,3038.7,2025-06-30,Paid,500
2056,P0002057,CC01934,C00298,2025-03,10844.04,542.2,11928.44,2025-03-17,Paid,500
2057,P0002058,CC01968,C02941,2026-02,1989.81,99.49,1989.81,2026-02-17,Paid,750
2058,P0002059,CC01345,C03556,2025-08,28976.67,1448.83,28976.67,2025-08-15,Paid,0
2059,P0002060,CC01064,C04391,2025-11,8875.05,443.75,6212.53,2025-11-30,PARTIAL,100
2060,P0002061,CC00954,C02288,2025-11,13946.99,697.35,697.35,2025-11-17,PARTIAL,100
2061,P0002062,CC03036,C02657,2026-01,5403.93,270.2,5403.93,2026-01-13,Paid,0
2062,P0002063,CC01643,C03809,2025-01,10703.08,535.15,3210.92,2025-01-10,PARTIAL,0
2063,P0002064,CC00595,C04953,2025-06,9230.77,461.54,10153.85,2025-06-17,Paid,100
2064,P0002065,CC02134,C02546,2025-06,9738.98,486.95,6817.29,2025-06-30,PARTIAL,250
2065,P0002066,CC00599,C00064,2025-06,7915.4,395.77,8706.94,2025-06-13,Paid,0
2066,P0002067,CC03311,C02948,2025-07,6093.51,304.68,0.0,2025-08-29,MISSED,500
2067,P0002068,CC01848,C03472,2025-04,12440.1,622.01,0.0,2025-04-17,MISSED,100
2068,P0002069,CC02862,C00977,2025-03,20147.88,1007.39,20147.88,2025-04-29,Paid,250
2069,P0002070,CC00294,C00809,2025-01,41528.82,2076.44,45681.7,2025-03-01,Paid,500
2070,P0002071,CC03204,C04814,2025-01,6008.52,300.43,4205.96,2025-01-22,PARTIAL,750
2071,P0002072,CC01767,C04332,2026-06,24483.28,1224.16,0.0,2026-06-10,MISSED,0
2072,P0002073,CC02051,C01605,2026-05,4637.31,231.87,5101.04,2026-05-30,Paid,750
2073,P0002074,CC00732,C02641,2025-01,3247.01,162.35,3247.01,2025-03-01,Paid,100
2074,P0002075,CC00045,C00161,2026-02,3414.41,170.72,3755.85,2026-02-17,Paid,750
2075,P0002076,CC00778,C01271,2025-10,53116.21,2655.81,15934.86,2025-10-15,PARTIAL,0
2076,P0002077,CC01491,C03124,2026-05,10864.83,543.24,0.0,2026-05-13,MISSED,0
2077,P0002078,CC02731,C00483,2025-03,17905.92,895.3,0.0,2025-03-15,MISSED,0
2078,P0002079,CC02066,C02034,2025-05,38455.08,1922.75,1922.75,2025-05-15,PARTIAL,0
2079,P0002080,CC02891,C01150,2026-06,4198.53,209.93,209.93,2026-06-13,PARTIAL,0
2080,P0002081,CC01688,C04538,2025-01,52253.31,2612.67,15675.99,2025-01-22,PARTIAL,100
2081,P0002082,CC02211,C01695,2025-11,30664.63,1533.23,9199.39,2025-11-15,PARTIAL,0
2082,P0002083,CC01936,C04437,2026-06,13576.65,678.83,0.0,2026-06-15,MISSED,0
2083,P0002084,CC01773,C03108,2025-01,18778.3,938.91,20656.13,2025-01-13,Paid,0
2084,P0002085,CC02139,C00355,2025-07,6183.94,309.2,0.0,2025-08-29,MISSED,250
2085,P0002086,CC01806,C02956,2025-07,69863.26,3493.16,20958.98,2025-07-13,PARTIAL,0
2086,P0002087,CC01322,C04380,2026-02,12410.36,620.52,0.0,2026-03-17,MISSED,500
2087,P0002088,CC03001,C01966,2025-07,3675.63,183.78,3675.63,2025-08-14,Paid,100
2088,P0002089,CC00291,C02363,2026-03,5932.32,296.62,4152.62,2026-03-30,PARTIAL,250
2089,P0002090,CC02461,C03685,2025-03,15175.93,758.8,15175.93,2025-03-13,Paid,0
2090,P0002091,CC02460,C02936,2026-04,3403.8,170.19,1021.14,2026-04-22,PARTIAL,750
2091,P0002092,CC02189,C00875,2026-02,5655.82,282.79,3959.07,2026-02-15,PARTIAL,0
2092,P0002093,CC02920,C00624,2026-01,32836.92,1641.85,1641.85,2026-01-30,PARTIAL,750
2093,P0002094,CC02063,C00602,2025-11,22633.13,1131.66,0.0,2025-11-13,MISSED,0
2094,P0002095,CC02759,C00924,2026-05,8326.51,416.33,0.0,2026-05-17,MISSED,250
2095,P0002096,CC00619,C01280,2025-01,61451.93,3072.6,0.0,2025-01-10,MISSED,0
2096,P0002097,CC02742,C04778,2026-04,3327.98,166.4,3660.78,2026-04-13,Paid,0
2097,P0002098,CC02502,C02042,2026-05,52057.26,2602.86,36440.08,2026-05-15,PARTIAL,0
2098,P0002099,CC02451,C04033,2025-02,10475.91,523.8,11523.5,2025-10-02,Paid,0
2099,P0002100,CC02964,C01811,2025-11,30623.66,1531.18,30623.66,2025-11-17,Paid,250
2100,P0002101,CC01957,C02711,2026-04,16055.5,802.78,11238.85,2026-04-10,PARTIAL,0
2101,P0002102,CC00331,C03273,2025-12,13617.21,680.86,9532.05,2025-12-22,PARTIAL,250
2102,P0002103,CC02229,C02350,2026-03,18423.54,921.18,12896.48,2026-04-29,PARTIAL,750
2103,P0002104,CC03127,C04861,2025-06,1462.57,73.13,1608.83,2025-06-10,Paid,0
2104,P0002105,CC01417,C00906,2025-04,30523.84,1526.19,0.0,2025-04-30,MISSED,100
2105,P0002106,CC01096,C04035,2026-05,13878.47,693.92,15266.32,2026-06-14,Paid,100
2106,P0002107,CC03383,C04158,2025-02,4528.36,226.42,3169.85,2025-04-01,PARTIAL,500
2107,P0002108,CC03010,C00896,2026-02,9406.39,470.32,0.0,2026-03-17,MISSED,500
2108,P0002109,CC02271,C02701,2026-01,23060.38,1153.02,6918.11,2026-01-15,PARTIAL,0
2109,P0002110,CC02490,C00045,2026-01,18251.93,912.6,12776.35,2026-01-15,PARTIAL,0
2110,P0002111,CC01950,C03122,2026-04,34951.85,1747.59,0.0,2026-05-15,MISSED,250
2111,P0002112,CC02478,C04671,2026-04,16193.6,809.68,0.0,2026-04-30,MISSED,100
2112,P0002113,CC03158,C01775,2026-05,7736.46,386.82,2320.94,2026-05-10,PARTIAL,0
2113,P0002114,CC01837,C00747,2025-12,10738.62,536.93,7517.03,2025-12-10,PARTIAL,0
2114,P0002115,CC03165,C04733,2025-02,4218.05,210.9,2952.63,2025-02-15,PARTIAL,0
2115,P0002116,CC01489,C02198,2025-02,5044.85,252.24,1513.46,2025-03-02,PARTIAL,750
2116,P0002117,CC00460,C02922,2026-05,38864.84,1943.24,42751.32,2026-05-30,Paid,250
2117,P0002118,CC01168,C01058,2025-02,59426.72,2971.34,17828.02,2025-02-22,PARTIAL,100
2118,P0002119,CC02234,C04724,2025-09,21799.96,1090.0,6539.99,2025-10-15,PARTIAL,100
2119,P0002120,CC02291,C00010,2026-03,45691.06,2284.55,13707.32,2026-03-22,PARTIAL,500
2120,P0002121,CC03088,C04318,2026-06,15004.48,750.22,16504.93,2026-07-15,Paid,100
2121,P0002122,CC00178,C01610,2025-08,27968.7,1398.44,8390.61,2025-08-15,PARTIAL,0
2122,P0002123,CC00815,C00909,2025-07,21267.72,1063.39,0.0,2025-07-10,MISSED,0
2123,P0002124,CC02093,C02327,2025-03,10906.35,545.32,11996.99,2025-03-13,Paid,0
2124,P0002125,CC01265,C04117,2025-08,18086.28,904.31,19894.91,2025-08-17,Paid,250
2125,P0002126,CC03226,C00853,2025-09,12300.26,615.01,12300.26,2025-09-13,Paid,0
2126,P0002127,CC00584,C04166,2025-08,10414.26,520.71,0.0,2025-09-14,MISSED,750
2127,P0002128,CC01798,C03441,2026-03,14302.58,715.13,4290.77,2026-03-13,PARTIAL,0
2128,P0002129,CC02288,C03565,2025-05,15727.42,786.37,15727.42,2025-06-14,Paid,250
2129,P0002130,CC01143,C03626,2026-01,1081.65,54.08,0.0,2026-02-14,MISSED,750
2130,P0002131,CC01224,C02333,2026-02,31168.58,1558.43,9350.57,2026-02-15,PARTIAL,0
2131,P0002132,CC02935,C00172,2025-02,20801.55,1040.08,20801.55,2025-02-10,Paid,0
2132,P0002133,CC01572,C02258,2026-04,9969.0,498.45,10965.9,2026-05-15,Paid,500
2133,P0002134,CC01581,C04056,2025-03,32658.74,1632.94,0.0,2025-03-22,MISSED,100
2134,P0002135,CC01122,C00462,2025-11,16458.84,822.94,0.0,2025-11-22,MISSED,100
2135,P0002136,CC02715,C02209,2025-08,94959.52,4747.98,104455.47,2025-08-15,Paid,0
2136,P0002137,CC01715,C04070,2025-06,1222.3,61.12,61.12,2025-06-22,PARTIAL,100
2137,P0002138,CC01827,C03854,2026-06,11676.01,583.8,583.8,2026-07-15,PARTIAL,500
2138,P0002139,CC00304,C02379,2026-05,21268.99,1063.45,14888.29,2026-05-10,PARTIAL,0
2139,P0002140,CC01016,C02422,2025-09,19875.35,993.77,5962.6,2025-09-30,PARTIAL,100
2140,P0002141,CC00079,C01446,2026-05,164603.99,8230.2,115222.79,2026-06-29,PARTIAL,750
2141,P0002142,CC02238,C03517,2026-06,20037.72,1001.89,20037.72,2026-07-15,Paid,500
2142,P0002143,CC03252,C00993,2025-06,13943.17,697.16,9760.22,2025-06-10,PARTIAL,0
2143,P0002144,CC00128,C03869,2026-03,8006.02,400.3,400.3,2026-03-30,PARTIAL,100
2144,P0002145,CC00922,C04347,2025-11,7566.61,378.33,5296.63,2025-11-13,PARTIAL,0
2145,P0002146,CC00053,C01977,2025-04,3593.21,179.66,2515.25,2025-04-17,PARTIAL,500
2146,P0002147,CC03149,C04718,2025-05,14058.18,702.91,14058.18,2025-05-22,Paid,750
2147,P0002148,CC01466,C04374,2025-08,3639.07,181.95,2547.35,2025-08-15,PARTIAL,0
2148,P0002149,CC02591,C02369,2025-12,4402.47,220.12,4842.72,2025-10-12,Paid,0
2149,P0002150,CC02979,C04931,2026-05,22439.45,1121.97,6731.84,2026-05-30,PARTIAL,500
2150,P0002151,CC00413,C03161,2026-01,56854.96,2842.75,0.0,2026-01-30,MISSED,750
2151,P0002152,CC01866,C01214,2025-11,4376.17,218.81,4813.79,2025-12-15,Paid,750
2152,P0002153,CC01042,C00946,2026-04,14019.09,700.95,0.0,2026-05-15,MISSED,250
2153,P0002154,CC02426,C00258,2025-08,12575.84,628.79,13833.42,2025-08-15,Paid,0
2154,P0002155,CC01661,C02860,2025-01,5790.7,289.54,0.0,2025-01-22,MISSED,250
2155,P0002156,CC02277,C01309,2025-06,8298.55,414.93,5808.98,2025-06-13,PARTIAL,0
2156,P0002157,CC00141,C04274,2025-05,31923.12,1596.16,9576.94,2025-05-22,PARTIAL,250
2157,P0002158,CC02883,C01513,2026-01,10432.17,521.61,521.61,2026-01-10,PARTIAL,0
2158,P0002159,CC00890,C03951,2025-06,21958.59,1097.93,6587.58,2025-06-30,PARTIAL,250
2159,P0002160,CC02462,C00527,2025-10,64085.72,3204.29,44860.0,2025-10-15,PARTIAL,0
2160,P0002161,CC03007,C01131,2026-02,4618.41,230.92,0.0,2026-02-22,MISSED,250
2161,P0002162,CC02101,C04932,2025-07,22199.24,1109.96,15539.47,2025-07-22,PARTIAL,750
2162,P0002163,CC01058,C04381,2026-06,33992.58,1699.63,33992.58,2026-06-22,Paid,250
2163,P0002164,CC00950,C01134,2025-07,7531.02,376.55,376.55,2025-07-10,PARTIAL,0
2164,P0002165,CC00984,C02282,2025-10,22690.78,1134.54,1134.54,2025-10-30,PARTIAL,500
2165,P0002166,CC00500,C01731,2026-05,2445.36,122.27,0.0,2026-05-17,MISSED,100
2166,P0002167,CC02340,C00782,2026-02,11946.5,597.33,597.33,2026-02-17,PARTIAL,250
2167,P0002168,CC01941,C00671,2025-11,8013.23,400.66,0.0,2025-11-30,MISSED,100
2168,P0002169,CC01363,C01951,2025-11,24818.86,1240.94,0.0,2025-11-30,MISSED,250
2169,P0002170,CC00358,C04430,2025-07,20752.48,1037.62,6225.74,2025-07-13,PARTIAL,0
2170,P0002171,CC01639,C01882,2025-03,4046.52,202.33,0.0,2025-03-13,MISSED,0
2171,P0002172,CC00869,C02395,2026-01,7979.76,398.99,5585.83,2026-01-30,PARTIAL,500
2172,P0002173,CC00300,C01655,2026-03,7981.3,399.07,0.0,2026-03-13,MISSED,0
2173,P0002174,CC02288,C03565,2025-05,17417.49,870.87,5225.25,2025-06-14,PARTIAL,750
2174,P0002175,CC03099,C03859,2025-10,4453.03,222.65,4898.33,2025-10-17,Paid,250
2175,P0002176,CC01771,C00800,2026-06,18193.73,909.69,18193.73,2026-06-13,Paid,0
2176,P0002177,CC02342,C04036,2025-02,8153.31,407.67,8968.64,2025-02-13,Paid,0
2177,P0002178,CC01201,C02071,2025-10,18193.76,909.69,5458.13,2025-11-29,PARTIAL,100
2178,P0002179,CC02785,C03975,2025-02,9008.47,450.42,2702.54,2025-02-15,PARTIAL,0
2179,P0002180,CC03324,C00372,2026-03,34388.95,1719.45,24072.26,2026-03-13,PARTIAL,0
2180,P0002181,CC03233,C00004,2025-11,20295.23,1014.76,0.0,2025-11-30,MISSED,100
2181,P0002182,CC02245,C04169,2026-01,25157.96,1257.9,1257.9,2026-01-15,PARTIAL,0
2182,P0002183,CC01083,C03139,2025-09,40653.38,2032.67,2032.67,2025-10-30,PARTIAL,100
2183,P0002184,CC00370,C01560,2026-05,2878.96,143.95,0.0,2026-05-10,MISSED,0
2184,P0002185,CC02779,C02008,2025-11,9076.04,453.8,2722.81,2025-11-15,PARTIAL,0
2185,P0002186,CC00451,C04674,2025-07,12053.17,602.66,0.0,2025-08-14,MISSED,100
2186,P0002187,CC02983,C00209,2025-11,2512.59,125.63,0.0,2025-11-22,MISSED,100
2187,P0002188,CC00013,C02119,2025-01,5568.75,278.44,0.0,2025-01-22,MISSED,750
2188,P0002189,CC02972,C02335,2025-11,11385.13,569.26,3415.54,2025-12-30,PARTIAL,500
2189,P0002190,CC01768,C02692,2025-04,4236.5,211.83,4660.15,2025-04-15,Paid,0
2190,P0002191,CC03216,C01318,2025-12,4816.02,240.8,3371.21,2025-12-17,PARTIAL,750
2191,P0002192,CC00101,C03842,2025-04,14503.38,725.17,14503.38,2025-04-22,Paid,250
2192,P0002193,CC00776,C00435,2025-02,15099.18,754.96,754.96,2025-02-10,PARTIAL,0
2193,P0002194,CC00911,C03310,2025-01,1937.6,96.88,0.0,2025-01-10,MISSED,0
2194,P0002195,CC00674,C01029,2025-07,71271.9,3563.59,49890.33,2025-10-07,PARTIAL,0
2195,P0002196,CC00630,C02774,2026-04,9083.7,454.19,9992.07,2026-04-30,Paid,500
2196,P0002197,CC00557,C02174,2025-11,16442.62,822.13,4932.79,2025-10-11,PARTIAL,0
2197,P0002198,CC01218,C01070,2025-04,12004.13,600.21,8402.89,2025-04-30,PARTIAL,750
2198,P0002199,CC00010,C03933,2026-05,5097.72,254.89,0.0,2026-05-30,MISSED,250
2199,P0002200,CC01870,C02165,2025-04,44397.75,2219.89,2219.89,2025-04-22,PARTIAL,250
2200,P0002201,CC03389,C01478,2025-04,23555.78,1177.79,1177.79,2025-05-15,PARTIAL,500
2201,P0002202,CC00127,C01832,2025-09,5411.19,270.56,5952.31,2025-09-30,Paid,500
2202,P0002203,CC01410,C02874,2026-03,10128.91,506.45,506.45,2026-03-15,PARTIAL,0
2203,P0002204,CC02201,C04521,2025-06,8220.97,411.05,9043.07,2025-06-17,Paid,250
2204,P0002205,CC01643,C03809,2025-02,20668.53,1033.43,0.0,2025-03-02,MISSED,750
2205,P0002206,CC01898,C01729,2025-12,53254.42,2662.72,2662.72,2025-12-22,PARTIAL,100
2206,P0002207,CC01881,C00520,2025-07,5082.8,254.14,1524.84,2025-07-30,PARTIAL,100
2207,P0002208,CC01754,C03288,2026-06,20016.11,1000.81,22017.72,2026-06-17,Paid,500
2208,P0002209,CC01863,C01016,2026-02,6029.59,301.48,0.0,2026-03-17,MISSED,250
2209,P0002210,CC01652,C01262,2025-10,19201.98,960.1,960.1,2025-10-30,PARTIAL,100
2210,P0002211,CC01869,C00539,2025-05,3830.09,191.5,1149.03,2025-05-13,PARTIAL,0
2211,P0002212,CC01317,C03715,2025-06,26118.34,1305.92,7835.5,2025-06-13,PARTIAL,0
2212,P0002213,CC02196,C04625,2026-04,6742.91,337.15,6742.91,2026-04-17,Paid,750
2213,P0002214,CC01671,C02842,2025-06,2900.55,145.03,0.0,2025-06-17,MISSED,500
2214,P0002215,CC03011,C00900,2026-01,4326.15,216.31,0.0,2026-01-17,MISSED,250
2215,P0002216,CC01581,C04056,2025-10,6432.08,321.6,0.0,2025-10-15,MISSED,0
2216,P0002217,CC01111,C00334,2026-03,27338.69,1366.93,27338.69,2026-03-17,Paid,500
2217,P0002218,CC01702,C01533,2025-02,10398.6,519.93,519.93,2025-02-15,PARTIAL,0
2218,P0002219,CC01290,C02554,2026-01,81685.21,4084.26,0.0,2026-01-17,MISSED,250
2219,P0002220,CC01546,C02866,2025-09,46232.78,2311.64,13869.83,2025-10-15,PARTIAL,100
2220,P0002221,CC01395,C01913,2025-07,3616.01,180.8,0.0,2025-07-30,MISSED,750
2221,P0002222,CC01725,C00842,2025-05,15518.73,775.94,10863.11,2025-05-17,PARTIAL,250
2222,P0002223,CC01051,C02700,2025-05,1230.03,61.5,61.5,2025-06-29,PARTIAL,100
2223,P0002224,CC02818,C00849,2026-02,13216.22,660.81,0.0,2026-02-13,MISSED,0
2224,P0002225,CC00497,C00070,2025-11,6892.24,344.61,7581.46,2025-11-22,Paid,100
2225,P0002226,CC00945,C02776,2026-02,22751.71,1137.59,1137.59,2026-02-17,PARTIAL,100
2226,P0002227,CC00266,C00763,2025-08,5613.83,280.69,3929.68,2025-09-14,PARTIAL,100
2227,P0002228,CC02066,C02034,2025-01,36252.95,1812.65,25377.06,2025-01-10,PARTIAL,0
2228,P0002229,CC03282,C01589,2026-05,9615.09,480.75,480.75,2026-06-14,PARTIAL,100
2229,P0002230,CC02489,C04717,2025-10,10950.76,547.54,547.54,2025-10-30,PARTIAL,100
2230,P0002231,CC00807,C04846,2025-05,4824.33,241.22,241.22,2025-05-17,PARTIAL,500
2231,P0002232,CC00990,C04491,2025-12,5155.9,257.8,257.8,2025-12-17,PARTIAL,100
2232,P0002233,CC00560,C04657,2025-07,19421.84,971.09,5826.55,2025-07-17,PARTIAL,100
2233,P0002234,CC01601,C03750,2026-02,24613.84,1230.69,24613.84,2026-10-02,Paid,0
2234,P0002235,CC00193,C02016,2025-03,21163.38,1058.17,21163.38,2025-03-17,Paid,500
2235,P0002236,CC00507,C04565,2026-05,21812.63,1090.63,1090.63,2026-05-22,PARTIAL,250
2236,P0002237,CC02842,C01155,2026-06,3385.49,169.27,0.0,2026-07-30,MISSED,750
2237,P0002238,CC02088,C00096,2026-05,2939.13,146.96,0.0,2026-05-22,MISSED,100
2238,P0002239,CC01279,C01079,2025-12,5509.61,275.48,6060.57,2025-12-17,Paid,100
2239,P0002240,CC02443,C04607,2025-05,2477.81,123.89,743.34,2025-05-15,PARTIAL,0
2240,P0002241,CC03321,C02942,2026-05,30309.38,1515.47,21216.57,2026-05-22,PARTIAL,750
2241,P0002242,CC00090,C02208,2025-11,32877.93,1643.9,36165.72,2025-12-30,Paid,250
2242,P0002243,CC00254,C03535,2025-09,16233.21,811.66,0.0,2025-10-15,MISSED,500
2243,P0002244,CC00270,C00366,2026-02,9983.0,499.15,9983.0,2026-03-17,Paid,100
2244,P0002245,CC01621,C02969,2025-11,4254.46,212.72,0.0,2025-11-22,MISSED,250
2245,P0002246,CC02000,C02196,2025-11,40130.92,2006.55,40130.92,2025-11-30,Paid,750
2246,P0002247,CC00349,C01593,2025-04,42006.4,2100.32,29404.48,2025-05-15,PARTIAL,100
2247,P0002248,CC02259,C01173,2025-04,11673.24,583.66,12840.56,2025-04-22,Paid,750
2248,P0002249,CC01019,C00379,2025-12,70665.74,3533.29,70665.74,2025-12-10,Paid,0
2249,P0002250,CC02663,C01534,2026-02,7297.72,364.89,0.0,2026-02-22,MISSED,100
2250,P0002251,CC02890,C00872,2026-01,20765.26,1038.26,6229.58,2026-01-15,PARTIAL,0
2251,P0002252,CC00782,C02861,2026-03,14927.08,746.35,10448.96,2026-03-10,PARTIAL,0
2252,P0002253,CC01901,C04455,2025-06,35446.01,1772.3,10633.8,2025-07-15,PARTIAL,750
2253,P0002254,CC01647,C04895,2025-05,13998.49,699.92,15398.34,2025-05-10,Paid,0
2254,P0002255,CC02852,C03197,2025-03,14283.28,714.16,15711.61,2025-04-29,Paid,500
2255,P0002256,CC02130,C01316,2025-09,13877.76,693.89,4163.33,2025-10-30,PARTIAL,500
2256,P0002257,CC02701,C04810,2026-05,9226.53,461.33,10149.18,2026-06-14,Paid,100
2257,P0002258,CC01244,C02169,2026-01,21556.76,1077.84,6467.03,2026-01-30,PARTIAL,100
2258,P0002259,CC01686,C04524,2025-09,9055.43,452.77,0.0,2025-09-17,MISSED,500
2259,P0002260,CC01957,C02711,2025-10,18408.04,920.4,5522.41,2025-10-30,PARTIAL,250
2260,P0002261,CC02276,C04926,2025-02,5689.85,284.49,284.49,2025-03-17,PARTIAL,500
2261,P0002262,CC02580,C04054,2025-10,12843.49,642.17,3853.05,2025-10-13,PARTIAL,0
2262,P0002263,CC00149,C02029,2025-04,6097.18,304.86,304.86,2025-05-30,PARTIAL,500
2263,P0002264,CC03310,C02837,2026-03,1819.37,90.97,2001.31,2026-04-29,Paid,100
2264,P0002265,CC02390,C04852,2026-02,70645.6,3532.28,0.0,2026-02-15,MISSED,0
2265,P0002266,CC01619,C01903,2026-03,9363.81,468.19,0.0,2026-03-15,MISSED,0
2266,P0002267,CC02238,C03517,2026-06,5435.48,271.77,3804.84,2026-07-30,PARTIAL,100
2267,P0002268,CC01907,C01546,2025-12,20007.17,1000.36,6002.15,2025-12-10,PARTIAL,0
2268,P0002269,CC02318,C03757,2025-01,19358.37,967.92,967.92,2025-01-15,PARTIAL,0
2269,P0002270,CC02168,C02932,2026-01,7427.86,371.39,2228.36,2026-01-30,PARTIAL,100
2270,P0002271,CC01563,C01854,2025-09,942.17,47.11,659.52,2025-09-10,PARTIAL,0
2271,P0002272,CC00092,C03323,2026-04,9130.59,456.53,6391.41,2026-05-30,PARTIAL,250
2272,P0002273,CC01596,C03889,2025-07,58431.48,2921.57,64274.63,2025-07-17,Paid,250
2273,P0002274,CC01297,C03020,2025-04,8814.16,440.71,9695.58,2025-04-22,Paid,100
2274,P0002275,CC00638,C02434,2025-11,13014.8,650.74,13014.8,2025-12-30,Paid,500
2275,P0002276,CC03277,C03471,2025-05,4508.12,225.41,1352.44,2025-05-10,PARTIAL,0
2276,P0002277,CC00092,C03323,2025-02,10427.76,521.39,3128.33,2025-02-17,PARTIAL,250
2277,P0002278,CC00987,C04678,2025-12,15111.54,755.58,755.58,2025-12-22,PARTIAL,500
2278,P0002279,CC02380,C01583,2026-05,7775.28,388.76,8552.81,2026-06-14,Paid,750
2279,P0002280,CC00680,C04062,2026-03,9492.21,474.61,474.61,2026-03-13,PARTIAL,0
2280,P0002281,CC01626,C03986,2025-02,32706.77,1635.34,32706.77,2025-02-22,Paid,500
2281,P0002282,CC02275,C04696,2026-01,8898.34,444.92,0.0,2026-01-30,MISSED,250
