,Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Disbursement_Date,EMI,Outstanding_Principal,Days_Past_Due,Loan_Status,Branch_ID
742,L000743,C01296,Personal Loan,933379.0,8.9,36,2022-03-30,29637.78,607363.42,0,Active,BR030
743,L000744,C00336,Auto Loan,539512.0,8.9,240,2024-10-03,4819.49,486497.61,5,Active,BR025
744,L000745,C02229,Business Loan,7313074.0,12.85,60,2022-12-21,165833.9,3996396.0,0,Active,BR007
745,L000746,C02395,Business Loan,5000802.0,17.94,36,2022-02-02,180640.49,3916959.06,30,Active,BR026
746,L000747,C03208,Education Loan,163621.0,10.28,120,2023-07-08,2187.71,126429.93,30,Active,BR026
747,L000748,C01909,Business Loan,1517575.0,13.22,60,2022-09-21,34700.64,962364.76,0,Active,BR011
748,L000749,C01102,Home Loan,8070387.0,16.95,240,2022-11-10,118069.72,6299341.2,0,Active,BR022
749,L000750,C01210,Business Loan,4735628.0,7.63,240,2022-09-23,38527.22,3888029.16,0,Active,BR012
750,L000751,C01161,Auto Loan,2383949.0,11.07,24,2020-07-18,111188.2,2161572.6,0,Active,BR021
751,L000752,C02905,Auto Loan,1355360.0,17.26,48,2025-08-01,39291.52,176614.40000000014,0,Active,BR009
752,L000753,C03324,Business Loan,8791942.0,14.88,36,2024-08-22,304259.16,0.0,0,Active,BR001
753,L000754,C02613,Personal Loan,1112176.0,9.43,12,2026-02-04,97483.35,0.0,0,Active,BR029
754,L000755,C00645,Home Loan,14831863.0,17.43,48,2024-07-29,431280.75,2324721.25,5,Active,BR013
755,L000756,C00890,Business Loan,7336496.0,14.06,36,2021-09-30,250957.89,0.0,5,Active,BR015
756,L000757,C04878,Auto Loan,2338136.0,17.83,36,2025-08-02,84329.95,1494836.5,0,Active,BR017
757,L000758,C01812,Auto Loan,2141975.0,17.13,24,2023-08-10,106037.94,1293671.48,0,Active,BR005
758,L000759,C00165,Auto Loan,742848.0,8.22,240,2024-07-17,6315.57,679692.3,0,Active,BR022
759,L000760,C02104,Home Loan,4619744.0,8.08,12,2023-12-20,402035.17,197357.1299999999,0,Active,BR030
760,L000761,C04562,Education Loan,456334.0,12.33,84,2021-06-12,8136.3,318016.9,0,Active,BR024
761,L000762,C02223,Education Loan,2035116.0,11.93,60,2022-12-31,45198.08,679173.5999999999,0,Active,BR020
762,L000763,C01630,Business Loan,6570909.0,7.18,180,2020-01-30,59724.41,5495869.62,5,Active,BR011
763,L000764,C03601,Business Loan,8803977.0,17.27,240,2024-02-12,130947.52,4220813.8,5,Active,BR002
764,L000765,C04348,Auto Loan,687610.0,12.93,24,2025-04-28,32667.63,426268.96,0,Active,BR024
765,L000766,C04721,Personal Loan,1391062.0,9.88,48,2025-04-12,35200.81,475840.94000000006,0,Active,BR011
766,L000767,C04526,Auto Loan,1194410.0,15.9,24,2021-08-03,58424.97,259610.48,0,Active,BR023
767,L000768,C02039,Personal Loan,1433261.0,7.88,180,2024-01-29,13597.88,998128.84,0,Active,BR026
768,L000769,C04232,Home Loan,13274927.0,13.94,24,2024-01-08,636991.31,3720057.35,0,Active,BR006
769,L000770,C04759,Education Loan,854412.0,17.56,120,2023-11-16,15154.04,521023.12,0,Active,BR017
770,L000771,C00096,Auto Loan,332892.0,12.15,36,2020-12-08,11080.64,166682.40000000002,5,Active,BR004
771,L000772,C04934,Business Loan,4542320.0,15.32,12,2025-04-26,410668.34,3720983.32,15,Active,BR019
772,L000773,C01704,Auto Loan,1780214.0,13.55,24,2024-02-12,85095.25,333594.75,5,Active,BR029
773,L000774,C00705,Personal Loan,1370759.0,14.56,36,2023-03-13,47222.99,473522.19000000006,0,Active,BR019
774,L000775,C01825,Personal Loan,1353905.0,17.51,48,2024-11-01,39425.14,999078.74,15,Active,BR028
775,L000776,C00410,Personal Loan,1127929.0,9.38,48,2024-07-08,28272.52,562478.6,0,Active,BR005
776,L000777,C04024,Auto Loan,524698.0,16.74,48,2023-10-11,15069.7,449349.5,15,Active,BR023
777,L000778,C02686,Education Loan,1489178.0,14.35,24,2024-07-03,71746.2,699969.8,0,Active,BR002
778,L000779,C01919,Personal Loan,245167.0,15.44,60,2021-01-15,5889.28,221609.88,0,Active,BR016
779,L000780,C01813,Personal Loan,178771.0,11.89,120,2020-10-08,2553.49,120040.73,0,Active,BR018
780,L000781,C04476,Business Loan,6032832.0,13.18,180,2022-07-25,77045.85,4337823.3,0,Active,BR001
781,L000782,C01341,Personal Loan,417858.0,11.8,180,2022-02-16,4961.36,368244.4,0,Active,BR026
782,L000783,C04419,Business Loan,2572743.0,8.26,180,2023-02-28,24974.19,2397923.67,60,Active,BR022
783,L000784,C03287,Personal Loan,169444.0,17.4,48,2023-02-09,4924.45,144821.75,0,Active,BR016
784,L000785,C00857,Personal Loan,1063254.0,7.22,24,2020-11-29,47710.74,13617.719999999972,0,Active,BR004
785,L000786,C03610,Auto Loan,1603546.0,17.22,12,2023-10-20,146418.49,1017872.04,0,Active,BR022
786,L000787,C04506,Home Loan,13452400.0,12.41,84,2021-04-21,240431.29,5037304.85,0,Active,BR018
787,L000788,C03693,Business Loan,6336954.0,10.34,180,2024-05-08,69421.36,5365054.96,0,Active,BR029
788,L000789,C00673,Auto Loan,1695665.0,8.17,36,2023-06-20,53269.06,1056436.28,0,Active,BR006
789,L000790,C03553,Business Loan,7081931.0,16.96,240,2023-01-26,103662.44,4283045.12,0,Active,BR025
790,L000791,C02075,Home Loan,13603949.0,14.09,120,2020-11-29,211960.45,11484344.5,0,Active,BR004
791,L000792,C04424,Education Loan,1211195.0,13.32,84,2025-09-03,22245.27,1122213.92,0,Active,BR007
792,L000793,C01908,Personal Loan,593340.0,13.29,12,2025-04-09,53076.27,0.0,90,Written Off,BR029
793,L000794,C04709,Business Loan,9377366.0,13.72,84,2023-08-26,174284.69,3800255.92,15,Active,BR014
794,L000795,C02796,Home Loan,3702772.0,15.46,120,2025-07-19,60786.0,3459628.0,5,Active,BR020
795,L000796,C03937,Personal Loan,1292078.0,11.73,84,2025-01-03,22622.56,1065852.4,0,Active,BR019
796,L000797,C03926,Home Loan,9261519.0,16.5,240,2023-08-23,132337.9,7938140.0,120,Active,BR012
797,L000798,C04669,Business Loan,2889133.0,7.84,84,2023-01-22,44800.69,2754730.93,0,Active,BR011
798,L000799,C00750,Home Loan,9738888.0,17.11,60,2023-12-04,242612.85,4886631.0,5,Active,BR008
799,L000800,C02675,Education Loan,1559043.0,12.25,48,2020-10-26,41247.21,569109.96,5,Active,BR019
800,L000801,C02775,Business Loan,3467860.0,7.4,240,2024-04-22,27725.18,2996531.94,0,Active,BR012
801,L000802,C04305,Home Loan,4193597.0,9.65,24,2024-04-13,192836.48,2458068.68,0,Active,BR018
802,L000803,C04688,Auto Loan,1178272.0,10.1,60,2020-03-20,25092.81,626230.1799999999,0,Active,BR019
803,L000804,C04651,Education Loan,1269251.0,17.28,60,2023-10-05,31735.56,983630.96,0,Active,BR025
804,L000805,C02702,Home Loan,8813152.0,16.87,36,2026-05-01,313643.0,4108507.0,15,Active,BR013
805,L000806,C01769,Education Loan,1125707.0,13.38,12,2025-07-27,100745.89,924215.22,0,Active,BR008
806,L000807,C00813,Business Loan,3351536.0,17.83,36,2020-08-01,120880.43,1538329.55,0,Active,BR003
807,L000808,C01077,Personal Loan,334529.0,15.57,12,2025-11-29,30284.07,183108.65,90,NPA,BR023
808,L000809,C02845,Education Loan,447471.0,12.18,12,2024-06-28,39794.95,407676.05,30,Active,BR019
809,L000810,C02690,Auto Loan,2085504.0,14.86,24,2021-01-08,100980.43,0.0,0,Active,BR002
810,L000811,C01170,Personal Loan,1352514.0,14.9,24,2024-10-25,65514.63,762882.3300000001,0,Active,BR026
811,L000812,C00588,Home Loan,13185314.0,13.47,36,2020-02-18,447256.12,7818240.56,0,Active,BR024
812,L000813,C03041,Business Loan,9613742.0,10.04,120,2025-08-18,127259.35,7959370.45,15,Active,BR010
813,L000814,C02627,Education Loan,1671733.0,12.37,180,2023-06-05,20463.26,1569416.7,0,Active,BR006
814,L000815,C00658,Education Loan,1887466.0,15.26,36,2021-04-18,65670.2,639732.2,0,Active,BR004
815,L000816,C01298,Business Loan,999999999.0,14.96,36,2026-02-21,179131.8,2662538.8000000003,0,Active,BR029
816,L000817,C03749,Personal Loan,221551.0,15.11,36,2024-09-11,7692.08,0.0,0,Active,BR027
817,L000818,C04850,Education Loan,1101552.0,16.43,240,2023-07-29,15681.86,646778.06,0,Active,BR011
818,L000819,C00138,Business Loan,4964228.0,11.73,180,2023-06-17,58719.5,3202643.0,0,Active,BR018
819,L000820,C03156,Personal Loan,1198686.0,15.52,84,2021-12-03,23481.85,916903.8,60,Active,BR021
820,L000821,C04077,Business Loan,8219926.0,13.38,120,2020-08-28,124581.54,5354550.58,0,Active,BR020
821,L000822,C03927,Home Loan,11335653.0,16.84,36,2024-07-05,403244.87,0.0,0,Active,BR004
822,L000823,C04147,Personal Loan,238595.0,14.48,48,2021-07-14,6577.56,61000.879999999976,0,Active,BR006
823,L000824,C03471,Personal Loan,248002.0,7.69,24,2021-12-13,11181.43,102643.41,0,Active,BR012
824,L000825,C04752,Business Loan,8986499.0,16.04,60,2025-11-23,218725.23,6799246.699999999,0,Active,BR004
825,L000826,C04375,Business Loan,8338112.0,17.3,240,2025-06-12,124209.29,4239205.43,120,NPA,BR030
826,L000827,C02617,Education Loan,1845415.0,7.16,36,2021-08-11,57116.16,1616950.36,120,NPA,BR022
827,L000828,C02665,Auto Loan,2416403.0,14.43,180,2021-11-27,32881.32,2021827.16,15,Active,BR030
828,L000829,C00818,Personal Loan,698084.0,16.55,240,2022-08-30,10001.31,458052.56,0,Active,BR008
829,L000830,C00249,Home Loan,999999999.0,7.2,84,2024-06-10,102694.84,6555014.32,15,Active,BR001
830,L000831,C03730,Auto Loan,1514356.0,9.4,60,2022-12-28,31730.34,816288.52,120,NPA,BR014
831,L000832,C00807,Business Loan,5121956.0,15.31,60,2024-04-25,122686.02,1932119.48,0,Active,BR005
832,L000833,C03751,Personal Loan,576440.0,9.05,48,2022-05-19,14358.42,404138.96,5,Active,BR029
833,L000834,C02838,Auto Loan,458084.0,16.25,60,2024-12-11,11200.65,245271.65,0,Active,BR013
834,L000835,C00840,Education Loan,197241.0,8.97,36,2024-09-08,6269.46,78121.26,0,Active,BR002
835,L000836,C00630,Auto Loan,1476933.0,13.57,180,2024-02-15,19244.1,1361468.4,15,Active,BR012
836,L000837,C01290,Personal Loan,597724.0,7.2,12,2022-05-14,51774.24,390627.04,15,Active,BR011
837,L000838,C04859,Education Loan,365893.0,16.8,36,2025-01-14,13008.69,326866.93,0,Active,BR010
838,L000839,C01110,Auto Loan,1584281.0,8.42,84,2026-04-13,25025.76,983662.76,0,Active,BR010
839,L000840,C03901,Home Loan,5565342.0,17.15,120,2022-12-13,97253.96,5176326.16,0,Active,BR011
840,L000841,C02962,Home Loan,12177563.0,8.04,60,2021-04-20,247150.25,7481708.25,0,Active,BR021
841,L000842,C03177,Business Loan,2090681.0,11.24,240,2025-09-10,21922.28,1433012.6,90,NPA,BR022
842,L000843,C01111,Business Loan,9461809.0,16.74,180,2022-07-26,143877.71,7591398.77,0,Active,BR025
843,L000844,C00676,Personal Loan,721033.0,8.73,60,2022-11-25,14873.15,245092.2,15,Active,BR021
844,L000845,C03072,Home Loan,14540723.0,13.8,60,2024-10-04,336831.39,4772612.69,0,Active,BR013
845,L000846,C03240,Education Loan,1106492.0,12.24,24,2024-11-09,52210.52,375544.7200000001,0,Active,BR012
846,L000847,C03078,Education Loan,809615.0,9.47,48,2022-10-26,20328.47,667315.71,30,Active,BR024
847,L000848,C03401,Auto Loan,1687761.0,11.77,60,2025-01-04,37347.44,1575718.68,15,Active,BR025
848,L000849,C03433,Business Loan,3361568.0,11.7,12,2023-01-23,298199.68,975970.56,0,Active,BR014
849,L000850,C00348,Home Loan,10958640.0,7.58,12,2023-08-21,951148.1,496010.9000000004,0,Active,BR014
850,L000851,C03555,Home Loan,5869649.0,11.19,24,2026-07-02,274089.71,3402841.61,0,Active,BR013
851,L000852,C04948,Personal Loan,251475.0,8.24,180,2021-08-09,2438.2,224654.8,0,Active,BR009
852,L000853,C01261,Business Loan,5278797.0,10.33,36,2023-12-23,171150.96,5107646.04,15,Active,BR015
853,L000854,C00740,Business Loan,1000906.0,7.84,84,2024-12-10,15520.67,845699.3,0,Active,BR029
854,L000855,C01962,Home Loan,2750245.0,12.42,240,2024-12-16,31091.68,2594786.6,30,Active,BR028
855,L000856,C01659,Home Loan,4935491.0,16.26,240,2024-05-11,69629.83,3542894.4,0,Active,BR018
856,L000857,C00724,Personal Loan,1475502.0,11.52,180,2024-11-11,17255.43,854306.52,5,Active,BR023
857,L000858,C02300,Business Loan,551676.0,13.51,12,2026-01-21,49406.3,156425.59999999998,0,Active,BR020
858,L000859,C02996,Personal Loan,1230982.0,11.89,120,2023-01-07,17582.83,721079.9299999999,5,Active,BR029
859,L000860,C01252,Personal Loan,482375.0,17.89,60,2020-01-27,12220.31,286850.04000000004,30,Active,BR003
860,L000861,C04430,Home Loan,6044183.0,12.37,36,2024-12-04,201823.17,2613189.11,60,Active,BR020
861,L000862,C03097,Education Loan,1219525.0,10.88,60,2020-09-29,26442.5,346922.5,15,Active,BR002
862,L000863,C00373,Business Loan,2990581.0,13.64,12,2021-05-15,268009.35,2454562.3,0,Active,BR028
863,L000864,C00650,Auto Loan,2815701.0,13.7,12,2023-08-10,252416.4,796369.8,15,Active,BR013
864,L000865,C00853,Home Loan,9876956.0,11.75,60,2025-09-01,218461.68,8784647.6,0,Active,BR014
865,L000866,C02518,Education Loan,803467.0,11.33,120,2020-03-20,11218.38,545444.26,0,Active,BR003
866,L000867,C01445,Auto Loan,597763.0,14.57,240,2020-04-02,7682.03,543988.79,120,NPA,BR022
867,L000868,C01725,Auto Loan,1564250.0,15.92,36,2020-12-25,54932.63,1454384.74,0,Active,BR003
868,L000869,C01064,Business Loan,8271174.0,13.21,48,2021-08-27,222757.95,6266352.45,0,Active,BR024
869,L000870,C01008,Auto Loan,2855918.0,17.46,120,2020-05-06,50470.73,2048386.32,0,Active,BR020
870,L000871,C03602,Personal Loan,379791.0,10.29,120,2022-01-16,5080.15,268027.7,0,Active,BR005
871,L000872,C01685,Education Loan,705876.0,17.1,120,2025-12-27,12312.72,644312.4,0,Active,BR020
872,L000873,C00721,Personal Loan,415935.0,11.46,84,2022-06-01,7222.82,213696.04,0,Active,BR001
873,L000874,C00219,Education Loan,2224013.0,17.83,120,2020-03-09,39830.34,1108763.48,0,Active,BR002
874,L000875,C00870,Education Loan,1471975.0,12.43,48,2022-01-28,39074.25,1003084.0,0,Active,BR029
875,L000876,C00212,Education Loan,897058.0,11.73,60,2025-01-21,19832.38,797896.1,15,Active,BR030
876,L000877,C04494,Education Loan,1482204.0,8.22,12,2024-05-07,129085.42,836776.9,0,Active,BR018
877,L000878,C01153,Auto Loan,846502.0,11.88,84,2023-10-13,14888.8,623170.0,15,Active,BR025
878,L000879,C02230,Education Loan,525662.0,13.01,48,2025-06-20,14104.8,342299.6,0,Active,BR015
879,L000880,C04729,Education Loan,2338340.0,8.17,60,2026-01-31,47603.58,719818.28,15,Active,BR022
880,L000881,C02421,Auto Loan,1612678.0,15.23,60,2020-07-12,38560.47,1072831.42,0,Active,BR030
881,L000882,C03957,Personal Loan,948258.0,10.21,84,2022-04-28,15845.29,536280.46,0,Active,BR007
882,L000883,C04837,Personal Loan,1427078.0,13.41,36,2026-05-22,48366.2,169556.80000000005,0,Active,BR021
883,L000884,C02856,Personal Loan,1194356.0,17.66,36,2021-04-08,42975.39,0.0,0,Active,BR006
884,L000885,C03617,Auto Loan,1483094.0,11.78,180,2022-07-27,17590.25,1096108.5,0,Active,BR002
885,L000886,C03690,Home Loan,8829840.0,12.54,48,2026-03-04,234871.53,8125225.41,30,Active,BR030
886,L000887,C04723,Personal Loan,596939.0,12.71,48,2023-05-19,15928.59,533224.64,0,Active,BR007
887,L000888,C01849,Education Loan,112846.0,17.68,240,2022-05-26,1713.83,85424.72,60,Active,BR017
888,L000889,C04509,Home Loan,2867348.0,12.05,60,2025-12-06,63855.04,1015551.84,0,Active,BR030
889,L000890,C04491,Home Loan,3464214.0,16.2,120,2024-10-08,58462.64,2587274.4,60,Active,BR014
890,L000891,C01836,Personal Loan,731143.0,11.04,120,2021-09-04,10088.06,519293.74,0,Active,BR029
891,L000892,C01801,Auto Loan,2358435.0,7.27,60,2021-12-11,47000.86,1935427.26,0,Active,BR027
892,L000893,C04498,Personal Loan,272566.0,7.65,36,2025-08-15,8497.29,238576.84,90,Active,BR008
893,L000894,C03191,Personal Loan,60356.0,17.24,48,2022-09-19,1749.08,30621.64,5,Active,BR020
894,L000895,C04382,Personal Loan,1059763.0,14.7,60,2021-05-16,25045.11,608951.02,15,Active,BR005
895,L000896,C02568,Home Loan,14712637.0,11.85,12,2021-12-01,1306167.79,0.0,5,Active,BR005
896,L000897,C00176,Personal Loan,1315406.0,15.25,36,2024-09-03,45760.19,537482.77,0,Active,BR007
897,L000898,C03442,Auto Loan,2989571.0,17.64,12,2022-04-17,273571.91,1621711.4500000002,30,Active,BR027
898,L000899,C03044,Auto Loan,2445169.0,14.5,180,2024-08-22,33388.8,1443505.0,15,Active,BR025
899,L000900,C03429,Auto Loan,1964957.0,14.91,24,2025-06-11,95190.18,917865.02,5,Active,BR012
900,L000901,C03624,Home Loan,4182116.0,13.47,180,2025-03-31,54213.78,2989412.84,15,Active,BR010
901,L000902,C04217,Education Loan,971746.0,16.74,36,2023-10-02,34519.78,0.0,0,Active,BR019
902,L000903,C03623,Home Loan,7547014.0,11.99,36,2020-12-08,250632.82,0.0,0,Active,BR021
903,L000904,C03776,Education Loan,2311134.0,10.05,120,2020-07-06,30605.83,1821440.72,15,Active,BR026
904,L000905,C00959,Education Loan,2093623.0,14.16,48,2025-10-29,57379.52,773894.04,15,Active,BR025
905,L000906,C01217,Education Loan,1125021.0,9.27,36,2020-02-26,35916.91,0.0,5,Active,BR001
906,L000907,C04224,Education Loan,1471360.0,9.31,120,2023-03-09,18886.31,1395814.76,0,Active,BR026
907,L000908,C04315,Auto Loan,1807736.0,7.5,12,2025-11-07,156834.51,1494066.98,0,Active,BR006
908,L000909,C04103,Education Loan,403990.0,8.22,120,2020-05-08,4948.6,334709.6,0,Active,BR022
909,L000910,C04182,Auto Loan,1391555.0,15.57,60,2025-04-05,33522.8,419393.79999999993,0,Active,BR017
910,L000911,C02055,Business Loan,6947692.0,10.54,36,2025-02-17,225948.03,5817951.85,0,Active,BR003
911,L000912,C03757,Business Loan,1775516.0,16.67,120,2020-10-23,30487.78,921858.16,0,Active,BR029
912,L000913,C04295,Home Loan,5121320.0,9.4,84,2022-05-19,83440.73,4704116.35,60,Active,BR012
913,L000914,C03754,Home Loan,3501041.0,12.17,240,2021-12-21,38965.22,2643806.16,5,Active,BR004
914,L000915,C02678,Home Loan,7214935.0,8.72,36,2021-12-25,228493.94,6757947.12,0,Active,BR029
915,L000916,C00917,Personal Loan,1338963.0,11.05,60,2022-10-20,29145.7,435446.29999999993,0,Active,BR022
916,L000917,C02492,Personal Loan,1427607.0,11.98,60,2023-10-20,31741.9,443608.1,5,Active,BR021
917,L000918,C00015,Auto Loan,2408557.0,15.0,48,2020-09-10,67031.94,1403077.9,0,Active,BR012
918,L000919,C03143,Personal Loan,1358986.0,12.46,24,2025-11-11,64264.51,330753.84,0,Active,BR004
919,L000920,C00685,Personal Loan,169531.0,14.5,180,2020-10-17,2314.95,125546.95,0,Active,BR027
920,L000921,C01712,Home Loan,2315191.0,13.25,36,2025-01-13,78287.01,1767181.9300000002,0,Active,BR027
921,L000922,C02933,Auto Loan,1408972.0,14.89,84,2021-10-19,27101.71,1192158.32,5,Active,BR020
922,L000923,C01131,Personal Loan,1049353.0,12.61,240,2023-09-26,12003.59,1025345.82,5,Active,BR015
923,L000924,C02365,Business Loan,9182422.0,15.59,84,2021-06-06,180244.15,8461445.4,30,Active,BR026
924,L000925,C01398,Personal Loan,1056868.0,10.96,120,2020-12-03,14534.44,751644.76,0,Active,BR010
925,L000926,C00484,Education Loan,1539105.0,8.47,180,2023-05-31,15129.12,1100360.52,0,Active,BR001
926,L000927,C01460,Home Loan,12702719.0,7.98,24,2023-12-16,574393.71,7533175.61,30,Active,BR025
927,L000928,C03167,Personal Loan,351491.0,16.56,24,2025-10-05,17304.29,5405.199999999953,30,Active,BR026
928,L000929,C02685,Business Loan,1950560.0,15.2,12,2022-03-06,176238.39,11937.709999999965,30,Active,BR006
929,L000930,C03877,Home Loan,7341911.0,14.93,36,2023-07-24,254258.15,6833394.7,5,Active,BR002
930,L000931,C04963,Home Loan,11068446.0,9.54,12,2020-03-02,970725.84,3302639.2800000003,0,Active,BR027
931,L000932,C03141,Home Loan,2570852.0,9.43,48,2025-05-25,64501.96,2441848.08,90,Active,BR007
932,L000933,C04808,Personal Loan,1253728.0,14.26,36,2023-07-30,43007.94,0.0,0,Active,BR006
933,L000934,C01929,Business Loan,9911899.0,16.64,60,2024-07-06,244421.64,8934212.44,0,Active,BR024
934,L000935,C01459,Personal Loan,586079.0,9.05,36,2021-11-22,18650.8,548777.4,15,Active,BR002
935,L000936,C02146,Business Loan,2380511.0,8.46,84,2020-07-08,37651.06,2004000.4,0,Active,BR011
936,L000937,C02062,Personal Loan,1369105.0,14.5,24,2020-04-28,66058.53,444285.5800000001,90,NPA,BR029
937,L000938,C04563,Auto Loan,1301675.0,10.76,120,2024-09-23,17754.19,1266166.62,30,Active,BR021
938,L000939,C04353,Personal Loan,493927.0,11.83,180,2025-04-17,5874.04,417564.48,15,Active,BR005
939,L000940,C02408,Education Loan,1519345.0,10.77,24,2020-10-21,70651.26,530227.3600000001,0,Active,BR013
940,L000941,C00873,Personal Loan,959717.0,7.96,12,2025-03-20,83466.53,375451.29,120,NPA,BR001
941,L000942,C04022,Auto Loan,303187.0,16.06,240,2024-04-02,4231.76,290491.72,5,Active,BR011
942,L000943,C03032,Personal Loan,669944.0,14.0,12,2025-03-07,60152.34,549639.3200000001,0,Active,BR027
943,L000944,C01859,Education Loan,272149.0,13.79,36,2023-02-06,9273.67,3212.570000000007,5,Active,BR008
944,L000945,C02998,Home Loan,12972993.0,8.08,84,2024-08-28,202717.3,7296908.600000001,0,Active,BR021
945,L000946,C04704,Auto Loan,2157579.0,15.7,120,2020-04-26,35739.94,906681.1,0,Active,BR015
946,L000947,C00728,Education Loan,2214714.0,12.38,120,2026-10-05,32263.12,1730767.2,60,Active,BR018
947,L000948,C03045,Personal Loan,250835.0,16.3,240,2022-04-25,3546.33,151537.76,0,Active,BR027
948,L000949,C03799,Personal Loan,165828.0,9.77,180,2020-12-12,1758.74,128894.46,0,Active,BR020
949,L000950,C00050,Personal Loan,1262644.0,10.51,84,2022-12-03,21295.61,921914.24,0,Active,BR019
950,L000951,C03473,Home Loan,10851396.0,9.36,24,2020-02-05,497537.53,10353858.47,0,Active,BR008
951,L000952,C02681,Auto Loan,1483542.0,8.23,12,2021-10-08,129208.81,0.0,5,Active,BR010
952,L000953,C00561,Education Loan,505374.0,17.36,48,2024-05-07,14676.88,211836.4,0,Active,BR009
953,L000954,C01553,Personal Loan,223427.0,17.43,24,2022-12-11,11092.96,0.0,0,Active,BR030
954,L000955,C00937,Auto Loan,1811588.0,13.79,84,2022-03-08,33739.37,1305497.45,0,Active,BR001
955,L000956,C03932,Auto Loan,1587159.0,9.45,120,2026-04-12,20494.03,1546170.94,60,Active,BR009
956,L000957,C02132,Personal Loan,113237.0,9.33,24,2022-10-15,5190.37,92475.52,30,Active,BR008
957,L000958,C04981,Home Loan,14050588.0,7.27,180,2026-05-10,128421.06,9941114.08,60,Active,BR013
958,L000959,C02608,Home Loan,14982036.0,15.93,240,2023-09-27,207652.05,14774383.95,0,Active,BR011
959,L000960,C04262,Education Loan,738840.0,12.57,240,2022-05-21,8430.75,536502.0,0,Active,BR020
960,L000961,C00394,Personal Loan,328393.0,13.62,36,2025-11-29,11163.18,272577.1,0,Active,BR021
961,L000962,C04458,Auto Loan,1741965.0,17.32,84,2026-06-28,35921.34,628403.4600000002,15,Active,BR030
962,L000963,C04236,Home Loan,8601106.0,8.23,120,2021-09-18,105403.39,8074089.05,0,Active,BR006
963,L000964,C04548,Personal Loan,546860.0,17.61,240,2025-10-19,8275.98,480652.16,90,Active,BR019
964,L000965,C03558,Auto Loan,1433378.0,11.53,60,2021-10-20,31545.31,1401832.69,0,Active,BR014
965,L000966,C01274,Personal Loan,1223887.0,17.14,24,2024-05-02,60594.11,496757.67999999993,5,Active,BR011
966,L000967,C02710,Business Loan,5443474.0,14.44,240,2020-03-02,69437.15,3707545.25,0,Active,BR005
967,L000968,C01982,Education Loan,2346717.0,7.37,12,2024-05-22,203454.29,515628.3899999999,0,Active,BR017
968,L000969,C01515,Personal Loan,1204293.0,10.87,12,2025-06-18,106364.4,778835.4,60,Active,BR001
969,L000970,C02461,Auto Loan,754949.0,8.69,180,2026-05-03,7518.6,551946.8,0,Active,BR026
970,L000971,C02385,Business Loan,5201706.0,12.66,48,2022-06-12,138672.56,2705599.92,0,Active,BR023
971,L000972,C03084,Auto Loan,974787.0,7.4,36,2020-01-13,30277.19,520629.15,0,Active,BR010
972,L000973,C00640,Auto Loan,2975313.0,12.1,24,2024-06-01,140197.3,2274326.5,0,Active,BR002
973,L000974,C01091,Home Loan,8174233.0,10.06,120,2023-08-27,108294.87,6766399.69,0,Active,BR014
974,L000975,C00636,Personal Loan,1215026.0,9.9,240,2024-08-27,11644.88,935548.88,5,Active,BR020
975,L000976,C04441,Auto Loan,731616.0,14.48,48,2022-02-25,20169.09,590432.37,30,Active,BR012
976,L000977,C02135,Auto Loan,2596453.0,13.78,36,2022-03-15,88463.43,1623355.27,0,Active,BR007
977,L000978,C01683,Auto Loan,1181808.0,7.95,24,2022-06-13,53423.03,220193.46,0,Active,BR014
978,L000979,C00184,Business Loan,1362456.0,9.12,48,2025-02-22,33982.46,512894.5,0,Active,BR013
979,L000980,C02296,Auto Loan,1966292.0,14.08,12,2022-02-17,176621.71,729940.03,0,Active,BR006
980,L000981,C01931,Home Loan,7075829.0,10.52,12,2021-08-19,623790.36,2085506.12,0,Active,BR006
981,L000982,C03973,Business Loan,3776449.0,17.96,12,2020-01-21,346152.93,1007225.56,60,Active,BR005
982,L000983,C02263,Auto Loan,1960758.0,9.19,84,2023-11-28,31736.18,1040408.78,0,Active,BR014
983,L000984,C00668,Auto Loan,2531863.0,14.22,84,2023-12-11,47755.38,1624510.78,30,Active,BR005
984,L000985,C02382,Education Loan,963817.0,9.79,180,2021-06-08,10233.76,841011.88,15,Active,BR003
985,L000986,C00792,Auto Loan,2663924.0,17.16,24,2020-06-13,131915.33,0.0,0,Active,BR026
986,L000987,C02579,Education Loan,1260877.0,16.86,120,2026-06-17,21802.02,1217272.96,0,Active,BR013
987,L000988,C04538,Education Loan,596054.0,10.37,36,2023-06-25,19336.69,170646.82,0,Active,BR021
988,L000989,C03603,Auto Loan,1381039.0,16.1,60,2022-05-14,33657.61,1010805.29,0,Active,BR007
989,L000990,C04108,Auto Loan,1384486.0,13.19,48,2025-12-11,37272.98,1123575.14,15,Active,BR023
990,L000991,C04519,Education Loan,801089.0,14.64,180,2023-11-10,11015.07,790073.93,0,Active,BR019
991,L000992,C04395,Business Loan,4835869.0,13.54,120,2020-01-19,73753.1,3213300.8,0,Active,BR008
992,L000993,C02433,Education Loan,1012259.0,15.83,240,2020-09-14,13954.17,607588.0700000001,60,Active,BR011
993,L000994,C03483,Home Loan,13782363.0,10.45,240,2026-05-29,137137.75,10902470.25,90,Active,BR006
