,Account_ID,Customer_ID,Account_Type,Open_Date,Balance,Account_Status,Branch_ID,Opening_Channel
1756,A001757,C01365,SAVINGS,2024-02-03,5078.07,ACTIVE,BR027,BRANCH
1757,A001758,C01366,SALARY,2023-01-27,15774.9,CLOSED,BR008,AGENT
1758,A001759,C01367,SALARY,2024-12-03,18054.84,CLOSED,BR007,AGENT
1759,A001760,C01368,CURRENT,2022-12-25,2571.99,ACTIVE,BR001,AGENT
1760,A001761,C01368,SAVINGS,2025-09-23,44492.78,ACTIVE,BR001,AGENT
1761,A001762,C01369,FIXED DEPOSIT,2023-08-08,78081.69,ACTIVE,BR004,AGENT
1762,A001763,C01370,CURRENT,2022-06-02,5049.9,DORMANT,BR027,AGENT
1763,A001764,C01371,SALARY,2026-01-18,42607.72,DORMANT,BR014,AGENT
1764,A001765,C01372,SAVINGS,2022-09-23,64802.96,DORMANT,BR003,AGENT
1765,A001766,C01373,SAVINGS,2022-12-24,33850.39,DORMANT,BR004,ONLINE
1766,A001767,C01374,CURRENT,2022-12-28,30090.29,ACTIVE,BR029,AGENT
1767,A001768,C01375,SAVINGS,2017-04-14,-5000.0,CLOSED,BR027,ONLINE
1768,A001769,C01376,CURRENT,2024-05-07,104517.0,CLOSED,BR021,ONLINE
1769,A001770,C01377,SAVINGS,2023-08-13,30234.51,DORMANT,BR025,ONLINE
1770,A001771,C01378,CURRENT,2020-05-01,7330.75,ACTIVE,BR002,AGENT
1771,A001772,C01378,SAVINGS,2024-12-15,1457.42,CLOSED,BR002,BRANCH
1772,A001773,C01379,SAVINGS,2017-09-14,194709.61,CLOSED,BR005,BRANCH
1773,A001774,C01380,CURRENT,2025-08-02,3414.98,ACTIVE,BR018,ONLINE
1774,A001775,C01381,CURRENT,2019-07-14,105716.71,DORMANT,BR012,BRANCH
1775,A001776,C01382,CURRENT,2018-08-25,11594.19,ACTIVE,BR002,BRANCH
1776,A001777,C01383,SALARY,2026-06-03,37868.67,CLOSED,BR003,AGENT
1777,A001778,C01384,FIXED DEPOSIT,2024-10-01,60420.14,ACTIVE,BR014,AGENT
1778,A001779,C01384,SALARY,2023-02-20,140053.64,CLOSED,BR014,ONLINE
1779,A001780,C01385,FIXED DEPOSIT,2023-04-15,109064.45,ACTIVE,BR001,AGENT
1780,A001781,C01386,SAVINGS,2017-01-11,19829.14,ACTIVE,BR004,AGENT
1781,A001782,C01387,SAVINGS,2023-04-04,14331.64,ACTIVE,BR020,ONLINE
1782,A001783,C01388,SALARY,2024-02-21,2222.14,ACTIVE,BR006,BRANCH
1783,A001784,C01389,FIXED DEPOSIT,2019-10-02,44705.09,ACTIVE,BR012,AGENT
1784,A001785,C01390,FIXED DEPOSIT,2023-11-05,79357.24,CLOSED,BR007,AGENT
1785,A001786,C01391,CURRENT,2023-05-02,58200.49,CLOSED,BR010,ONLINE
1786,A001787,C01392,SAVINGS,2020-04-20,85122.94,ACTIVE,BR013,BRANCH
1787,A001788,C01393,CURRENT,2021-07-21,21109.98,ACTIVE,BR019,BRANCH
1788,A001789,C01394,SALARY,2024-09-17,58088.5,DORMANT,BR012,ONLINE
1789,A001790,C01395,CURRENT,2021-08-29,72822.25,ACTIVE,BR020,AGENT
1790,A001791,C01396,CURRENT,2024-02-29,12096.52,ACTIVE,BR011,ONLINE
1791,A001792,C01396,CURRENT,2021-04-26,4487.08,ACTIVE,BR011,BRANCH
1792,A001793,C01397,SAVINGS,2020-05-04,8174.97,CLOSED,BR006,AGENT
1793,A001794,C01398,CURRENT,2019-10-03,12697.44,ACTIVE,BR010,ONLINE
1794,A001795,C01399,CURRENT,2026-04-08,212354.9,ACTIVE,BR012,BRANCH
1795,A001796,C01400,SAVINGS,2023-09-03,8888.31,DORMANT,BR017,BRANCH
1796,A001797,C01401,SAVINGS,2020-11-30,16407.94,ACTIVE,BR009,BRANCH
1797,A001798,C01402,SALARY,2022-08-05,33340.54,ACTIVE,BR010,BRANCH
1798,A001799,C01403,SAVINGS,2019-02-03,31401.76,ACTIVE,BR001,ONLINE
1799,A001800,C01404,CURRENT,2018-04-19,47821.79,ACTIVE,BR026,AGENT
1800,A001801,C01405,SALARY,2020-03-22,12595.37,CLOSED,BR009,ONLINE
1801,A001802,C01406,CURRENT,2018-09-30,3565.73,ACTIVE,BR018,BRANCH
1802,A001803,C01407,FIXED DEPOSIT,2019-06-18,10000.0,ACTIVE,BR019,AGENT
1803,A001804,C01407,SAVINGS,2025-12-29,5103.43,DORMANT,BR019,BRANCH
1804,A001805,C01408,SAVINGS,2024-10-04,9591.89,ACTIVE,BR002,AGENT
1805,A001806,C01409,SALARY,2025-03-29,6842.28,ACTIVE,BR029,BRANCH
1806,A001807,C01410,SALARY,2018-02-19,14885.28,ACTIVE,BR017,AGENT
1807,A001808,C01411,CURRENT,2023-10-14,6966.43,CLOSED,BR017,AGENT
1808,A001809,C01411,SALARY,2024-05-12,12635.68,ACTIVE,BR017,ONLINE
1809,A001810,C01412,SALARY,2020-07-22,95943.23,ACTIVE,BR009,BRANCH
1810,A001811,C01413,SAVINGS,2018-07-03,513313.46,ACTIVE,BR029,BRANCH
1811,A001812,C01414,SAVINGS,2017-07-31,7890.37,CLOSED,BR029,BRANCH
1812,A001813,C01415,FIXED DEPOSIT,2018-06-26,54402.85,DORMANT,BR023,ONLINE
1813,A001814,C01416,SAVINGS,2025-06-04,47916.71,DORMANT,BR001,BRANCH
1814,A001815,C01416,CURRENT,2023-02-04,112703.08,ACTIVE,BR001,ONLINE
1815,A001816,C01417,SAVINGS,2019-02-06,27557.9,CLOSED,BR025,ONLINE
1816,A001817,C01417,SAVINGS,2021-08-18,11026.53,DORMANT,BR025,ONLINE
1817,A001818,C01418,SALARY,2026-06-30,15017.51,CLOSED,BR022,BRANCH
1818,A001819,C01419,FIXED DEPOSIT,2022-08-12,243421.88,DORMANT,BR001,ONLINE
1819,A001820,C01420,SAVINGS,2023-02-26,51506.33,ACTIVE,BR029,BRANCH
1820,A001821,C01420,FIXED DEPOSIT,2023-09-06,200781.3,ACTIVE,BR029,AGENT
1821,A001822,C01421,SAVINGS,2020-10-23,8611.14,CLOSED,BR005,BRANCH
1822,A001823,C01422,SALARY,2018-09-13,16469.23,ACTIVE,BR029,BRANCH
1823,A001824,C01422,SAVINGS,2018-02-23,9942.35,CLOSED,BR029,ONLINE
1824,A001825,C01422,CURRENT,2025-01-02,11017.8,CLOSED,BR029,AGENT
1825,A001826,C01423,CURRENT,2020-04-25,253802.48,CLOSED,BR014,ONLINE
1826,A001827,C01424,CURRENT,2024-09-06,5089.75,CLOSED,BR024,AGENT
1827,A001828,C01425,SAVINGS,2021-08-02,83673.06,DORMANT,BR009,ONLINE
1828,A001829,C01426,SALARY,2023-07-25,107384.53,CLOSED,BR002,BRANCH
1829,A001830,C01427,CURRENT,2022-01-23,10238.68,CLOSED,BR027,AGENT
1830,A001831,C01428,SAVINGS,2024-12-07,33441.05,ACTIVE,BR013,ONLINE
1831,A001832,C01429,SAVINGS,2026-05-08,65520.93,CLOSED,BR020,ONLINE
1832,A001833,C01429,FIXED DEPOSIT,2025-11-22,38215.66,CLOSED,BR020,AGENT
1833,A001834,C01429,SAVINGS,2021-09-22,5857.29,ACTIVE,BR020,BRANCH
1834,A001835,C01430,CURRENT,2017-04-24,7706.99,DORMANT,BR020,AGENT
1835,A001836,C01431,SAVINGS,2017-06-28,41088.61,ACTIVE,BR020,AGENT
1836,A001837,C01431,CURRENT,2022-12-07,5567.97,ACTIVE,BR020,ONLINE
1837,A001838,C01432,SALARY,2025-06-24,25193.05,CLOSED,BR024,AGENT
1838,A001839,C01433,CURRENT,2021-04-11,41537.05,DORMANT,BR024,AGENT
1839,A001840,C01433,CURRENT,2024-11-02,31818.42,CLOSED,BR024,BRANCH
1840,A001841,C01434,CURRENT,2019-03-23,9473.22,CLOSED,BR018,BRANCH
1841,A001842,C01435,SAVINGS,2026-04-07,40622.38,DORMANT,BR005,AGENT
1842,A001843,C01436,SAVINGS,2024-02-14,11024.79,ACTIVE,BR005,AGENT
1843,A001844,C01437,SALARY,2023-07-06,40169.14,ACTIVE,BR030,BRANCH
1844,A001845,C01438,SAVINGS,2021-06-01,12234.76,ACTIVE,BR007,ONLINE
1845,A001846,C01439,SAVINGS,2018-03-11,181326.08,DORMANT,BR022,BRANCH
1846,A001847,C01440,CURRENT,2020-02-16,3647.54,ACTIVE,BR006,BRANCH
1847,A001848,C01441,CURRENT,2024-07-27,2804.18,ACTIVE,BR003,AGENT
1848,A001849,C01442,SALARY,2017-10-17,12938.5,DORMANT,BR028,AGENT
1849,A001850,C01443,SALARY,2017-02-26,6065.27,DORMANT,BR024,ONLINE
1850,A001851,C01444,FIXED DEPOSIT,2024-09-05,96289.54,DORMANT,BR001,AGENT
1851,A001852,C01445,SAVINGS,2022-11-06,7633.95,DORMANT,BR022,BRANCH
1852,A001853,C01445,SAVINGS,2020-03-14,35775.96,CLOSED,BR022,AGENT
1853,A001854,C01445,SALARY,2024-04-08,3069.41,DORMANT,BR022,ONLINE
1854,A001855,C01446,CURRENT,2020-05-23,16386.86,ACTIVE,BR018,ONLINE
1855,A001856,C01447,SAVINGS,2022-02-14,11934.75,CLOSED,BR005,ONLINE
1856,A001857,C01448,FIXED DEPOSIT,2021-04-16,59876.73,CLOSED,BR020,ONLINE
1857,A001858,C01449,SAVINGS,2020-07-21,2630.74,CLOSED,BR013,ONLINE
1858,A001859,C01450,CURRENT,2017-11-25,6694.23,DORMANT,BR002,ONLINE
1859,A001860,C01450,SALARY,2020-09-08,19238.98,DORMANT,BR002,ONLINE
1860,A001861,C01450,SAVINGS,2024-05-02,25564.21,ACTIVE,BR002,BRANCH
1861,A001862,C01451,CURRENT,2020-11-21,4273.23,CLOSED,BR023,AGENT
1862,A001863,C01452,SAVINGS,2022-04-19,5481.95,DORMANT,BR029,AGENT
1863,A001864,C01453,CURRENT,2021-02-05,1580.29,ACTIVE,BR001,BRANCH
1864,A001865,C01454,SALARY,2021-01-12,18369.76,ACTIVE,BR027,BRANCH
1865,A001866,C01455,SAVINGS,2023-07-03,95382.37,DORMANT,BR002,BRANCH
1866,A001867,C01456,SALARY,2025-01-24,15764.33,ACTIVE,BR004,AGENT
1867,A001868,C01457,CURRENT,2023-08-10,105886.7,CLOSED,BR019,AGENT
1868,A001869,C01458,FIXED DEPOSIT,2017-02-17,49890.86,DORMANT,BR013,ONLINE
1869,A001870,C01458,SALARY,2022-10-05,3208.04,ACTIVE,BR013,BRANCH
1870,A001871,C01459,FIXED DEPOSIT,2017-07-05,,CLOSED,BR002,AGENT
1871,A001872,C01460,SALARY,2021-11-09,5338.91,ACTIVE,BR025,AGENT
1872,A001873,C01460,SAVINGS,2025-03-15,65850.12,ACTIVE,BR025,BRANCH
1873,A001874,C01461,FIXED DEPOSIT,2021-01-20,169652.8,CLOSED,BR016,ONLINE
1874,A001875,C01462,CURRENT,2023-03-03,8411.15,DORMANT,BR019,ONLINE
1875,A001876,C01463,FIXED DEPOSIT,2017-02-04,59077.53,CLOSED,BR003,ONLINE
1876,A001877,C01463,CURRENT,2024-05-05,11715.75,DORMANT,BR003,BRANCH
1877,A001878,C01464,SAVINGS,2025-11-16,3554.98,ACTIVE,BR020,ONLINE
1878,A001879,C01465,FIXED DEPOSIT,2020-10-14,20359.96,DORMANT,BR009,AGENT
1879,A001880,C01466,CURRENT,2018-12-15,18762.02,CLOSED,BR007,ONLINE
1880,A001881,C01466,SALARY,2017-05-29,131471.9,DORMANT,BR007,AGENT
1881,A001882,C01466,FIXED DEPOSIT,2020-09-20,137141.96,CLOSED,BR007,ONLINE
1882,A001883,C01467,FIXED DEPOSIT,2021-05-13,68518.68,DORMANT,BR006,AGENT
1883,A001884,C01468,FIXED DEPOSIT,2020-08-19,27976.96,ACTIVE,BR014,AGENT
1884,A001885,C01469,FIXED DEPOSIT,2025-06-24,89781.52,ACTIVE,BR011,AGENT
1885,A001886,C01470,SALARY,2025-07-14,45425.02,DORMANT,BR018,BRANCH
1886,A001887,C01471,SAVINGS,2024-01-01,98479.97,ACTIVE,BR007,BRANCH
1887,A001888,C01472,CURRENT,2017-04-25,239642.25,ACTIVE,BR026,AGENT
1888,A001889,C01472,SAVINGS,2025-06-16,44241.08,DORMANT,BR026,ONLINE
1889,A001890,C01473,SAVINGS,2025-11-09,67726.42,ACTIVE,BR029,ONLINE
1890,A001891,C01474,SAVINGS,2017-06-05,51274.08,ACTIVE,BR023,AGENT
1891,A001892,C01474,SAVINGS,2022-11-18,45413.26,ACTIVE,BR023,ONLINE
1892,A001893,C01475,FIXED DEPOSIT,2020-07-04,30387.17,CLOSED,BR017,AGENT
1893,A001894,C01476,CURRENT,2020-05-03,14189.71,ACTIVE,BR024,AGENT
1894,A001895,C01477,SALARY,2017-06-13,129374.05,ACTIVE,BR029,AGENT
1895,A001896,C01478,SAVINGS,2017-03-12,31031.48,ACTIVE,BR008,AGENT
1896,A001897,C01479,SAVINGS,2025-01-29,9177.99,ACTIVE,BR006,ONLINE
1897,A001898,C01479,SALARY,2018-01-15,12729.8,ACTIVE,BR006,ONLINE
1898,A001899,C01480,SALARY,2022-01-09,22404.35,ACTIVE,BR016,AGENT
1899,A001900,C01481,SAVINGS,2018-06-26,16659.49,DORMANT,BR024,AGENT
1900,A001901,C01482,FIXED DEPOSIT,2019-09-20,65623.97,CLOSED,BR020,BRANCH
1901,A001902,C01483,SAVINGS,2021-02-20,34758.24,DORMANT,BR011,BRANCH
1902,A001903,C01483,CURRENT,2019-02-25,12181.83,DORMANT,BR011,AGENT
1903,A001904,C01484,SAVINGS,2022-08-20,4916.73,CLOSED,BR016,BRANCH
1904,A001905,C01485,FIXED DEPOSIT,2024-03-28,18244.15,ACTIVE,BR013,BRANCH
1905,A001906,C01486,FIXED DEPOSIT,2022-10-24,102709.68,ACTIVE,BR030,ONLINE
1906,A001907,C01487,SAVINGS,2023-01-07,8606.88,ACTIVE,BR030,ONLINE
1907,A001908,C01488,SALARY,2018-04-24,30115.31,CLOSED,BR009,BRANCH
1908,A001909,C01489,SAVINGS,2021-11-01,11463.1,ACTIVE,BR009,BRANCH
1909,A001910,C01490,FIXED DEPOSIT,2024-01-24,45414.96,ACTIVE,BR011,ONLINE
1910,A001911,C01491,SAVINGS,2018-06-30,80292.27,DORMANT,BR008,AGENT
1911,A001912,C01491,FIXED DEPOSIT,2019-08-28,253049.48,ACTIVE,BR008,AGENT
1912,A001913,C01492,SAVINGS,2021-01-20,10730.39,ACTIVE,BR015,ONLINE
1913,A001914,C01493,FIXED DEPOSIT,2019-07-16,15629.08,CLOSED,BR024,ONLINE
1914,A001915,C01494,FIXED DEPOSIT,2020-10-20,30841.87,ACTIVE,BR013,ONLINE
1915,A001916,C01495,FIXED DEPOSIT,2025-08-09,84413.6,CLOSED,BR022,BRANCH
1916,A001917,C01496,FIXED DEPOSIT,2026-01-22,113339.32,ACTIVE,BR019,ONLINE
1917,A001918,C01497,SAVINGS,2018-09-16,20727.59,ACTIVE,BR027,ONLINE
1918,A001919,C01498,CURRENT,2019-06-22,54750.36,ACTIVE,BR021,ONLINE
1919,A001920,C01499,CURRENT,2022-04-28,33702.39,DORMANT,BR007,BRANCH
1920,A001921,C01499,SALARY,2024-11-09,84031.9,ACTIVE,BR007,AGENT
1921,A001922,C01499,SAVINGS,2025-11-29,8183.33,DORMANT,BR007,AGENT
1922,A001923,C01500,SAVINGS,2024-05-12,110394.33,CLOSED,BR017,AGENT
1923,A001924,C01501,CURRENT,2021-06-16,8168.95,ACTIVE,BR006,ONLINE
1924,A001925,C01502,FIXED DEPOSIT,2017-07-09,74602.2,DORMANT,BR025,ONLINE
1925,A001926,C01502,FIXED DEPOSIT,2020-03-23,147152.01,DORMANT,BR025,BRANCH
1926,A001927,C01503,SALARY,2026-06-27,6021.14,ACTIVE,BR005,ONLINE
1927,A001928,C01504,SALARY,2019-04-01,51049.82,CLOSED,BR023,BRANCH
1928,A001929,C01505,FIXED DEPOSIT,2025-12-19,59779.18,DORMANT,BR008,ONLINE
1929,A001930,C01505,CURRENT,2020-06-12,62302.94,ACTIVE,BR008,ONLINE
1930,A001931,C01505,CURRENT,2019-05-19,13888.66,DORMANT,BR008,BRANCH
1931,A001932,C01506,SAVINGS,2020-02-25,114863.21,ACTIVE,BR017,ONLINE
1932,A001933,C01506,FIXED DEPOSIT,2024-07-30,27719.1,ACTIVE,BR017,ONLINE
1933,A001934,C01507,CURRENT,2022-01-28,7801.23,ACTIVE,BR016,BRANCH
1934,A001935,C01508,FIXED DEPOSIT,2023-06-14,25297.64,ACTIVE,BR029,BRANCH
1935,A001936,C01509,SAVINGS,2021-03-10,456.85,DORMANT,BR019,BRANCH
1936,A001937,C01510,FIXED DEPOSIT,2023-04-22,13762.77,CLOSED,BR028,ONLINE
1937,A001938,C01511,SAVINGS,2019-03-03,5110.65,CLOSED,BR002,ONLINE
1938,A001939,C01512,SALARY,2019-03-28,6294.24,DORMANT,BR008,ONLINE
1939,A001940,C01513,SALARY,2017-11-10,39226.35,ACTIVE,BR010,BRANCH
1940,A001941,C01514,SALARY,2023-05-31,44079.17,DORMANT,BR018,ONLINE
1941,A001942,C01515,FIXED DEPOSIT,2019-09-12,40687.87,ACTIVE,BR001,BRANCH
1942,A001943,C01516,SAVINGS,2017-04-06,346991.29,ACTIVE,BR024,AGENT
1943,A001944,C01516,CURRENT,2020-12-01,30319.37,ACTIVE,BR024,ONLINE
1944,A001945,C01517,CURRENT,2024-02-08,64728.68,DORMANT,BR024,ONLINE
1945,A001946,C01518,SALARY,2017-08-10,5529.89,ACTIVE,BR018,BRANCH
1946,A001947,C01519,FIXED DEPOSIT,2018-08-25,46463.06,ACTIVE,BR001,BRANCH
1947,A001948,C01520,CURRENT,2025-07-26,3677.64,CLOSED,BR025,BRANCH
1948,A001949,C01521,SAVINGS,2019-09-22,6368.3,ACTIVE,BR003,BRANCH
1949,A001950,C01522,FIXED DEPOSIT,2023-04-04,47849.3,ACTIVE,BR022,BRANCH
1950,A001951,C01523,FIXED DEPOSIT,2018-11-23,53546.3,ACTIVE,BR024,AGENT
1951,A001952,C01524,FIXED DEPOSIT,2022-07-31,34711.95,ACTIVE,BR003,AGENT
1952,A001953,C01525,FIXED DEPOSIT,2025-11-27,75416.68,DORMANT,BR002,BRANCH
1953,A001954,C01526,SALARY,2021-12-15,115471.89,CLOSED,BR021,AGENT
1954,A001955,C01526,CURRENT,2018-05-10,11744.26,CLOSED,BR021,AGENT
1955,A001956,C01526,FIXED DEPOSIT,2019-06-12,58337.85,ACTIVE,BR021,BRANCH
1956,A001957,C01527,CURRENT,2021-01-05,37217.98,CLOSED,BR002,ONLINE
1957,A001958,C01528,FIXED DEPOSIT,2019-09-03,106629.96,CLOSED,BR007,BRANCH
1958,A001959,C01529,SALARY,2020-07-29,13105.41,DORMANT,BR016,AGENT
1959,A001960,C01530,SALARY,2020-10-08,25856.98,CLOSED,BR028,BRANCH
1960,A001961,C01531,FIXED DEPOSIT,2020-03-12,88090.15,DORMANT,BR002,BRANCH
1961,A001962,C01532,FIXED DEPOSIT,2025-11-03,105062.15,ACTIVE,BR007,BRANCH
1962,A001963,C01533,SAVINGS,2017-09-23,4778.16,DORMANT,BR009,AGENT
1963,A001964,C01533,FIXED DEPOSIT,2020-03-16,40692.65,ACTIVE,BR009,BRANCH
1964,A001965,C01534,SAVINGS,2017-01-25,4427.88,CLOSED,BR022,AGENT
1965,A001966,C01535,SAVINGS,2019-08-21,13538.5,DORMANT,BR028,AGENT
1966,A001967,C01535,CURRENT,2017-09-04,13889.56,DORMANT,BR028,BRANCH
1967,A001968,C01535,SAVINGS,2022-09-16,8321.41,ACTIVE,BR028,ONLINE
1968,A001969,C01536,SAVINGS,2022-06-23,46805.36,DORMANT,BR028,BRANCH
1969,A001970,C01537,SAVINGS,2019-02-10,5157.48,CLOSED,BR025,AGENT
1970,A001971,C01538,SAVINGS,2017-01-27,5158.92,CLOSED,BR006,AGENT
1971,A001972,C01539,CURRENT,2020-09-28,96540.04,CLOSED,BR001,BRANCH
1972,A001973,C01540,SALARY,2020-07-06,19550.6,CLOSED,BR017,ONLINE
1973,A001974,C01541,FIXED DEPOSIT,2021-09-24,29629.08,DORMANT,BR027,BRANCH
1974,A001975,C01542,FIXED DEPOSIT,2017-05-30,86515.07,CLOSED,BR013,AGENT
1975,A001976,C01543,FIXED DEPOSIT,2017-09-27,28739.88,DORMANT,BR030,BRANCH
1976,A001977,C01543,SAVINGS,2018-03-21,8333.72,ACTIVE,BR030,BRANCH
1977,A001978,C01543,SALARY,2025-04-28,532050.76,ACTIVE,BR030,AGENT
1978,A001979,C01544,FIXED DEPOSIT,2024-08-08,197404.43,ACTIVE,BR006,BRANCH
1979,A001980,C01544,FIXED DEPOSIT,2023-09-16,41945.61,DORMANT,BR006,BRANCH
1980,A001981,C01545,FIXED DEPOSIT,2026-03-11,129599.05,ACTIVE,BR004,AGENT
1981,A001982,C01546,CURRENT,2025-08-08,31921.8,CLOSED,BR009,ONLINE
1982,A001983,C01547,SAVINGS,2023-03-12,61101.61,ACTIVE,BR028,AGENT
1983,A001984,C01548,CURRENT,2017-11-02,68279.49,CLOSED,BR028,ONLINE
1984,A001985,C01549,SAVINGS,2017-08-06,6605.26,ACTIVE,BR028,AGENT
1985,A001986,C01550,FIXED DEPOSIT,2019-09-13,34343.03,ACTIVE,BR016,AGENT
1986,A001987,C01551,FIXED DEPOSIT,2019-05-02,35764.21,ACTIVE,BR019,ONLINE
1987,A001988,C01552,CURRENT,2025-11-01,9968.05,CLOSED,BR011,AGENT
1988,A001989,C01552,SALARY,2025-10-06,22113.21,ACTIVE,BR011,ONLINE
1989,A001990,C01553,FIXED DEPOSIT,2020-01-03,125123.42,DORMANT,BR030,AGENT
1990,A001991,C01554,CURRENT,2022-12-25,2626.56,ACTIVE,BR023,AGENT
1991,A001992,C01554,SAVINGS,2021-12-29,37213.7,ACTIVE,BR023,AGENT
1992,A001993,C01554,FIXED DEPOSIT,2022-07-13,43192.43,ACTIVE,BR023,ONLINE
1993,A001994,C01555,CURRENT,2019-03-21,873.56,CLOSED,BR006,ONLINE
1994,A001995,C01556,SALARY,2019-04-17,18395.0,DORMANT,BR030,ONLINE
1995,A001996,C01557,SAVINGS,2026-01-31,49423.81,DORMANT,BR022,AGENT
1996,A001997,C01558,SALARY,2025-03-07,23540.23,DORMANT,BR021,BRANCH
1997,A001998,C01559,SAVINGS,2025-01-03,34202.17,CLOSED,BR021,AGENT
1998,A001999,C01559,SALARY,2020-10-12,-5000.0,CLOSED,BR021,AGENT
1999,A002000,C01560,SALARY,2019-11-14,10061.39,DORMANT,BR005,AGENT
2000,A002001,C01560,CURRENT,2020-10-24,42075.19,CLOSED,BR005,AGENT
2001,A002002,C01561,SAVINGS,2024-02-05,8997.97,DORMANT,BR006,BRANCH
2002,A002003,C01562,SALARY,2025-02-19,96383.4,CLOSED,BR024,BRANCH
2003,A002004,C01563,FIXED DEPOSIT,2025-05-30,28419.13,ACTIVE,BR015,ONLINE
2004,A002005,C01564,FIXED DEPOSIT,2025-11-28,13820.6,ACTIVE,BR008,BRANCH
2005,A002006,C01565,FIXED DEPOSIT,2023-11-21,50373.68,DORMANT,BR025,AGENT
2006,A002007,C01566,CURRENT,2018-05-01,36233.54,ACTIVE,BR018,BRANCH
2007,A002008,C01566,SALARY,2022-08-09,26726.47,CLOSED,BR018,ONLINE
2008,A002009,C01567,FIXED DEPOSIT,2023-03-09,22228.82,ACTIVE,BR008,ONLINE
2009,A002010,C01568,CURRENT,2026-01-07,217353.57,CLOSED,BR023,ONLINE
2010,A002011,C01569,CURRENT,2021-09-20,1563.42,ACTIVE,BR001,ONLINE
2011,A002012,C01569,FIXED DEPOSIT,2020-01-17,105814.11,DORMANT,BR001,ONLINE
2012,A002013,C01570,FIXED DEPOSIT,2023-09-14,31241.28,DORMANT,BR003,ONLINE
2013,A002014,C01571,SAVINGS,2025-12-26,8240.93,ACTIVE,BR020,BRANCH
2014,A002015,C01572,CURRENT,2023-02-16,6054.68,ACTIVE,BR009,ONLINE
2015,A002016,C01573,FIXED DEPOSIT,2017-01-11,10000.0,DORMANT,BR018,ONLINE
2016,A002017,C01574,CURRENT,2023-03-15,12691.01,ACTIVE,BR007,BRANCH
2017,A002018,C01575,FIXED DEPOSIT,2021-06-10,20272.3,DORMANT,BR030,AGENT
2018,A002019,C01576,CURRENT,2025-05-27,46932.08,ACTIVE,BR014,ONLINE
2019,A002020,C01576,CURRENT,2024-11-21,1028.92,ACTIVE,BR014,ONLINE
2020,A002021,C01577,CURRENT,2022-03-08,3683.52,ACTIVE,BR002,ONLINE
2021,A002022,C01578,CURRENT,2020-02-13,203607.6,ACTIVE,BR004,AGENT
2022,A002023,C01579,SALARY,2025-12-28,50119.46,ACTIVE,BR011,BRANCH
2023,A002024,C01580,SALARY,2022-08-16,22389.79,ACTIVE,BR015,ONLINE
2024,A002025,C01581,SALARY,2022-04-16,57794.98,ACTIVE,BR011,BRANCH
2025,A002026,C01582,CURRENT,2025-11-14,19996.9,ACTIVE,BR015,AGENT
2026,A002027,C01583,FIXED DEPOSIT,2017-03-09,75031.71,ACTIVE,BR027,AGENT
2027,A002028,C01584,SAVINGS,2021-08-15,2004.03,ACTIVE,BR013,ONLINE
2028,A002029,C01585,SAVINGS,2017-04-11,44898.88,ACTIVE,BR024,BRANCH
2029,A002030,C01585,SALARY,2018-06-23,51722.21,CLOSED,BR024,AGENT
2030,A002031,C01586,FIXED DEPOSIT,2019-12-13,52173.63,ACTIVE,BR030,BRANCH
2031,A002032,C01587,SALARY,2024-07-17,-5000.0,ACTIVE,BR025,AGENT
2032,A002033,C01588,SAVINGS,2021-03-03,2115.71,ACTIVE,BR028,BRANCH
2033,A002034,C01588,CURRENT,2023-06-09,54669.95,DORMANT,BR028,ONLINE
2034,A002035,C01589,CURRENT,2020-03-20,57547.47,ACTIVE,BR008,ONLINE
2035,A002036,C01590,CURRENT,2024-11-05,17665.19,ACTIVE,BR026,BRANCH
2036,A002037,C01591,CURRENT,2020-02-01,44847.46,ACTIVE,BR011,BRANCH
2037,A002038,C01592,CURRENT,2026-09-03,58283.67,ACTIVE,BR022,ONLINE
2038,A002039,C01593,CURRENT,2021-09-10,21267.75,DORMANT,BR023,ONLINE
2039,A002040,C01593,FIXED DEPOSIT,2019-02-15,21994.29,CLOSED,BR023,ONLINE
2040,A002041,C01594,SAVINGS,2018-09-20,16945.01,CLOSED,BR021,BRANCH
2041,A002042,C01595,FIXED DEPOSIT,2023-03-07,48520.18,DORMANT,BR030,BRANCH
2042,A002043,C01596,SAVINGS,2020-04-22,6078.93,DORMANT,BR026,BRANCH
2043,A002044,C01597,SALARY,2020-07-02,15980.43,ACTIVE,BR019,BRANCH
2044,A002045,C01598,FIXED DEPOSIT,2018-03-14,36485.38,ACTIVE,BR014,ONLINE
2045,A002046,C01599,SALARY,2024-02-03,19934.25,ACTIVE,BR019,BRANCH
2046,A002047,C01600,SAVINGS,2019-07-07,20814.16,ACTIVE,BR017,BRANCH
2047,A002048,C01601,SAVINGS,2018-10-10,14091.61,CLOSED,BR017,AGENT
2048,A002049,C01602,SAVINGS,2020-12-24,19619.83,DORMANT,BR010,AGENT
2049,A002050,C01603,FIXED DEPOSIT,2021-04-12,31282.52,ACTIVE,BR023,ONLINE
2050,A002051,C01604,CURRENT,2021-02-26,12745.47,ACTIVE,BR027,AGENT
2051,A002052,C01605,FIXED DEPOSIT,2022-04-23,34532.03,CLOSED,BR012,AGENT
2052,A002053,C01605,SALARY,2023-07-19,15307.57,ACTIVE,BR012,AGENT
2053,A002054,C01605,FIXED DEPOSIT,2024-12-13,93894.14,CLOSED,BR012,ONLINE
